"","header","cite","chamber_senate","judges_names","judge1","judge2","judge3","link_decision"
"6143","Beschluss vom 13. April 2000 - 1 BvR 589/95","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 13. April 2000 
- 1 BvR 589/95 -, Rn. (1-8),http://www.bverfg.de/e/rk20000413_1bvr058995.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000413_1bvr058995.html"
"6144","Beschluss vom 13. April 2000 - 1 BvR 2080/98","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 13. April 2000 
- 1 BvR 2080/98 -, Rn. (1-6),http://www.bverfg.de/e/rk20000413_1bvr208098.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000413_1bvr208098.html"
"6145","Beschluss vom 13. April 2000 - 1 BvR 2109/98","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 13. April 2000 
- 1 BvR 2109/98 -, Rn. (1-4),http://www.bverfg.de/e/rk20000413_1bvr210998.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000413_1bvr210998.html"
"6146","Beschluss vom 12. April 2000 - 2 BvR 440/00","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 12. April 2000 
- 2 BvR 440/00 -, Rn. (1-9),http://www.bverfg.de/e/rk20000412_2bvr044000.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch den ","Richter Sommer, die Richterin Osterloh und den Richter Di Fabio","Richter Sommer,","die Richterin Osterloh","und den Richter Di Fabio","http://www.bverfg.de/e/rk20000412_2bvr044000.html"
"6147","Beschluss vom 11. April 2000 - 1 BvL 2/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 11. April 2000 
- 1 BvL 2/00 -, Rn. (1-43),http://www.bverfg.de/e/lk20000411_1bvl000200.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/lk20000411_1bvl000200.html"
"6148","Beschluss vom 10. April 2000 - 1 BvR 422/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 10. April 2000 
- 1 BvR 422/00 -, Rn. (1-31),http://www.bverfg.de/e/rk20000410_1bvr042200.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000410_1bvr042200.html"
"6149","Beschluss vom 09. April 2000 - 2 BvR 293/00","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 09. April 2000 
- 2 BvR 293/00 -, Rn. (1-10),http://www.bverfg.de/e/rk20000409_2bvr029300.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Di Fabio","Präsidentin Limbach","und die Richter Hassemer,","Di Fabio","http://www.bverfg.de/e/rk20000409_2bvr029300.html"
"6150","Beschluss vom 09. April 2000 - 2 BvR 766/96","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 09. April 2000 
- 2 BvR 766/96 -, Rn. (1-11),http://www.bverfg.de/e/rk20000409_2bvr076696.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Di Fabio","Präsidentin Limbach","und die Richter Hassemer,","Di Fabio","http://www.bverfg.de/e/rk20000409_2bvr076696.html"
"6151","Beschluss vom 07. April 2000 - 1 BvR 81/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 07. April 2000 
- 1 BvR 81/00 -, Rn. (1-36),http://www.bverfg.de/e/rk20000407_1bvr008100.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000407_1bvr008100.html"
"6152","Beschluss vom 07. April 2000 - 1 BvR 2205/99","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 07. April 2000 
- 1 BvR 2205/99 -, Rn. (1-21),http://www.bverfg.de/e/rk20000407_1bvr220599.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000407_1bvr220599.html"
"6153","Beschluss vom 06. April 2000 - 1 BvL 18/99","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 06. April 2000 
- 1 BvL 18/99 -, Rn. (1-21),http://www.bverfg.de/e/lk20000406_1bvl001899.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/lk20000406_1bvl001899.html"
"6154","Beschluss vom 05. April 2000 - 1 BvR 1213/97","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 05. April 2000 
- 1 BvR 1213/97 -, Rn. (1-7),http://www.bverfg.de/e/rk20000405_1bvr121397.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000405_1bvr121397.html"
"6155","Beschluss vom 05. April 2000 - 1 BvR 2479/97","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 05. April 2000 
- 1 BvR 2479/97 -, Rn. (1-9),http://www.bverfg.de/e/rk20000405_1bvr247997.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner, Hoffmann-Riem",NA,"http://www.bverfg.de/e/rk20000405_1bvr247997.html"
"6156","Beschluss vom 04. April 2000 - 1 BvR 199/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 04. April 2000 
- 1 BvR 199/00 -, Rn. (1-16),http://www.bverfg.de/e/rk20000404_1bvr019900.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000404_1bvr019900.html"
"6157","Beschluss vom 04. April 2000 - 1 BvR 768/98","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 04. April 2000 
- 1 BvR 768/98 -, Rn. (1-7),http://www.bverfg.de/e/rk20000404_1bvr076898.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000404_1bvr076898.html"
"6158","Beschluss vom 04. April 2000 - 1 BvR 1505/99","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 04. April 2000 
- 1 BvR 1505/99 -, Rn. (1-10),http://www.bverfg.de/e/rk20000404_1bvr150599.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000404_1bvr150599.html"
"6159","Beschluss vom 31. März 2000 - 1 BvR 608/99","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 31. März 2000 
- 1 BvR 608/99 -, Rn. (1-41),http://www.bverfg.de/e/rk20000331_1bvr060899.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000331_1bvr060899.html"
"6160","Beschluss vom 31. März 2000 - 1 BvR 1353/99","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 31. März 2000 
- 1 BvR 1353/99 -, Rn. (1-8),http://www.bverfg.de/e/rk20000331_1bvr135399.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000331_1bvr135399.html"
"6161","Beschluss vom 31. März 2000 - 1 BvR 1454/97","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 31. März 2000 
- 1 BvR 1454/97 -, Rn. (1-8),http://www.bverfg.de/e/rk20000331_1bvr145497.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000331_1bvr145497.html"
"6162","Beschluss vom 31. März 2000 - 1 BvR 2223/96","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 31. März 2000 
- 1 BvR 2223/96 -, Rn. (1-8),http://www.bverfg.de/e/rk20000331_1bvr222396.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000331_1bvr222396.html"
"6163","Beschluss vom 31. März 2000 - 2 BvR 2091/99","BVerfG, Beschluss der 4. Kammer des Zweiten Senats vom 31. März 2000 
- 2 BvR 2091/99 -, Rn. (1-4),http://www.bverfg.de/e/rk20000331_2bvr209199.html","hat die 4. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Jentsch, Di Fabio","Präsidentin Limbach","und die Richter Jentsch,","Di Fabio","http://www.bverfg.de/e/rk20000331_2bvr209199.html"
"6164","Beschluss vom 29. März 2000 - 2 BvL 3/96","BVerfG, Beschluss des Zweiten Senats vom 29. März 2000 
- 2 BvL 3/96 -, Rn. (1-97),http://www.bverfg.de/e/ls20000329_2bvl000396.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterin ","Präsidentin Limbach, der Richter Sommer, Jentsch, Hassemer, Broß, der Richterin Osterloh und des Richters Di Fabio","Präsidentin Limbach,","der Richter Sommer,","Jentsch,","http://www.bverfg.de/e/ls20000329_2bvl000396.html"
"6165","Beschluss vom 28. März 2000 - 1 BvR 1390/98","BVerfG, Beschluss des Ersten Senats vom 28. März 2000 
- 1 BvR 1390/98 -, Rn. (1-20),http://www.bverfg.de/e/rk20000328_1bvr139098.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","den Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000328_1bvr139098.html"
"6166","Beschluss vom 28. März 2000 - 1 BvR 1460/99","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 28. März 2000 
- 1 BvR 1460/99 -, Rn. (1-27),http://www.bverfg.de/e/rk20000328_1bvr146099.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000328_1bvr146099.html"
"6167","Beschluss vom 28. März 2000 - 1 BvR 1610/95","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 28. März 2000 
- 1 BvR 1610/95 -, Rn. (1-27),http://www.bverfg.de/e/rk20000328_1bvr161095.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000328_1bvr161095.html"
"6168","Beschluss vom 28. März 2000 - 2 BvR 1392/96","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 28. März 2000 
- 2 BvR 1392/96 -, Rn. (1-29),http://www.bverfg.de/e/rk20000328_2bvr139296.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Di Fabio","Präsidentin Limbach","und die Richter Hassemer,","Di Fabio","http://www.bverfg.de/e/rk20000328_2bvr139296.html"
"6169","Beschluss vom 27. März 2000 - 2 BvR 434/00","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 27. März 2000 
- 2 BvR 434/00 -, Rn. (1-16),http://www.bverfg.de/e/rk20000327_2bvr043400.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Broß","Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000327_2bvr043400.html"
"6170","Beschluss vom 22. März 2000 - 1 BvR 1136/96","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 22. März 2000 
- 1 BvR 1136/96 -, Rn. (1-41),http://www.bverfg.de/e/rk20000322_1bvr113696.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000322_1bvr113696.html"
"6171","Beschluss vom 22. März 2000 - 1 BvR 1370/93","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 22. März 2000 
- 1 BvR 1370/93 -, Rn. (1-10),http://www.bverfg.de/e/rk20000322_1bvr137093.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000322_1bvr137093.html"
"6172","Beschluss vom 22. März 2000 - 1 BvR 1500/93","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 22. März 2000 
- 1 BvR 1500/93 -, Rn. (1-10),http://www.bverfg.de/e/rk20000322_1bvr150093.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000322_1bvr150093.html"
"6173","Beschluss vom 22. März 2000 - 2 BvR 300/00","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 22. März 2000 
- 2 BvR 300/00 -, Rn. (1-1),http://www.bverfg.de/e/rk20000322_2bvr030000.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Sommer Broß und die Richterin Osterloh","die Richter Sommer","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000322_2bvr030000.html"
"6174","Beschluss vom 22. März 2000 - 2 BvR 426/00","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 22. März 2000 
- 2 BvR 426/00 -, Rn. (1-5),http://www.bverfg.de/e/rk20000322_2bvr042600.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Broß","Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000322_2bvr042600.html"
"6175","Beschluss vom 22. März 2000 - 1 BvR 2437/95","BVerfG, Beschluss des Ersten Senats vom 22. März 2000 
- 1 BvR 2437/95 -, Rn. (1-4),http://www.bverfg.de/e/rs20000322_1bvr243795.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung des ","Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000322_1bvr243795.html"
"6176","Beschluss vom 21. März 2000 - 1 BvR 151/00","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 21. März 2000 
- 1 BvR 151/00 -, Rn. (1-6),http://www.bverfg.de/e/rk20000321_1bvr015100.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richterinnen Haas, Hohmann-Dennhardt","Vizepräsidenten Papier","und die Richterinnen Haas,","Hohmann-Dennhardt","http://www.bverfg.de/e/rk20000321_1bvr015100.html"
"6177","Beschluss vom 20. März 2000 - 1 BvR 69/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 20. März 2000 
- 1 BvR 69/00 -, Rn. (1-27),http://www.bverfg.de/e/rk20000320_1bvr006900.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000320_1bvr006900.html"
"6178","Beschluss vom 20. März 2000 - 1 BvR 172/98","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 20. März 2000 
- 1 BvR 172/98 -, Rn. (1-1),http://www.bverfg.de/e/rk20000320_1bvr017298.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000320_1bvr017298.html"
"6179","Beschluss vom 20. März 2000 - 1 BvR 360/98","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 20. März 2000 
- 1 BvR 360/98 -, Rn. (1-1),http://www.bverfg.de/e/rk20000320_1bvr036098.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000320_1bvr036098.html"
"6180","Beschluss vom 20. März 2000 - 1 BvR 1834/97","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 20. März 2000 
- 1 BvR 1834/97 -, Rn. (1-14),http://www.bverfg.de/e/rk20000320_1bvr183497.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000320_1bvr183497.html"
"6181","Beschluss vom 20. März 2000 - 1 BvR 744/88","BVerfG, Beschluss des Ersten Senats vom 20. März 2000 - 1 BvR 744/88,http://www.bverfg.de/e/rs20000320_1bvr074488.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung ","des Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas der Richter Hömig, Steiner der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","des Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000320_1bvr074488.html"
"6182","Beschluss vom 20. März 2000 - 1 BvR 1327/98","BVerfG, Beschluss des Ersten Senats vom 20. März 2000 - 1 BvR 1327/98,http://www.bverfg.de/e/rs20000320_1bvr132798.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung ","des Vizepräsidenten Papier, der Richter Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","des Vizepräsidenten Papier,","der Richter Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000320_1bvr132798.html"
"6183","Beschluss vom 16. März 2000 - 1 BvR 40/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 16. März 2000 
- 1 BvR 40/00 -, Rn. (1-10),http://www.bverfg.de/e/rk20000316_1bvr004000.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000316_1bvr004000.html"
